Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Maruti,Zen VXI,Mumbai,2002,60000,Petrol,Third,17.3 kmpl,993 CC,0.55
Maruti,Swift VDI,Hyderabad,2018,31025,Diesel,First,28.4 kmpl,1248 CC,7.15
Mahindra,Scorpio VLX,Pune,2013,105000,Diesel,Second,12.05 kmpl,2179 CC,7.0
Tata,Zest Quadrajet,Pune,2017,121900,Diesel,First,22.95 kmpl,1248 CC,3.75
Ford,EcoSport 1.0,Mumbai,2017,22695,Petrol,First,18.88 kmpl,999 CC,8.5
Maruti,Swift Dzire,Jaipur,2012,73000,Diesel,First,23.4 kmpl,1248 CC,4.35
Maruti,Alto 800,Kochi,2016,32227,Petrol,First,22.74 kmpl,796 CC,3.26
Honda,City 1.5,Jaipur,2011,55000,Petrol,First,17.0 kmpl,1497 CC,4.21
Audi,Q7 3.0,Kochi,2018,11287,Diesel,First,12.07 kmpl,2967 CC,70.36
Skoda,Laura 1.9,Mumbai,2009,48000,Diesel,Second,17.0 kmpl,1896 CC,2.95
Hyundai,Verna 1.6,Kochi,2012,54308,Petrol,First,17.1 kmpl,1591 CC,4.28
Honda,City 1.5,Jaipur,2009,78442,Petrol,First,16.8 kmpl,1497 CC,3.57
Hyundai,i20 Magna,Kolkata,2013,46000,Diesel,First,21.9 kmpl,1396 CC,3.11
Hyundai,i20 Sportz,Coimbatore,2014,45051,Petrol,First,15.0 kmpl,1396 CC,5.96
Volkswagen,Vento Diesel,Hyderabad,2011,69000,Diesel,First,20.54 kmpl,1598 CC,4.7
Honda,City i,Ahmedabad,2014,49000,Petrol,First,17.4 kmpl,1497 CC,6.9
Tata,Zest Quadrajet,Pune,2018,45000,Diesel,First,22.95 kmpl,1248 CC,5.25
BMW,5 Series,Pune,2015,64000,Diesel,First,18.48 kmpl,1995 CC,28.0
Maruti,Wagon R,Delhi,2009,60000,Petrol,First,18.9 kmpl,1061 CC,1.35
Honda,Jazz VX,Delhi,2015,62178,Petrol,First,18.2 kmpl,1199 CC,4.85
Volkswagen,Jetta 2007-2011,Coimbatore,2012,58006,Diesel,First,15.0 kmpl,1896 CC,6.7
Hyundai,i10 Magna,Hyderabad,2010,74000,Petrol,First,20.36 kmpl,1197 CC,3.1
Mercedes-Benz,New C-Class,Kochi,2015,77771,Diesel,First,19.27 kmpl,2143 CC,18.64
Hyundai,i10 Magna,Pune,2012,45275,Petrol,First,20.36 kmpl,1197 CC,2.8
Toyota,Innova Crysta,Chennai,2016,48000,Diesel,First,13.68 kmpl,2393 CC,20.25
Audi,A6 2011-2015,Kochi,2015,31652,Diesel,First,17.68 kmpl,1968 CC,26.78
Toyota,Innova 2.5,Hyderabad,2010,109000,Diesel,Second,12.99 kmpl,2494 CC,8.26
Volkswagen,Polo Petrol,Mumbai,2015,31978,Petrol,First,16.47 kmpl,1198 CC,3.89
Maruti,Alto K10,Hyderabad,2011,70000,Petrol,First,20.92 kmpl,998 CC,2.1
Honda,City i-VTEC,Mumbai,2017,15000,Petrol,First,18.0 kmpl,1497 CC,12.69
Tata,Indigo LX,Coimbatore,2013,59138,Diesel,First,17.0 kmpl,1405 CC,2.58
Audi,A6 2011-2015,Kochi,2014,61726,Diesel,First,17.68 kmpl,1968 CC,20.77
Mercedes-Benz,GLA Class,Delhi,2015,48000,Diesel,First,17.9 kmpl,2143 CC,20.26
Hyundai,Santro Xing,Chennai,2006,58000,Petrol,Second,0.0 kmpl,1086 CC,1.5
Maruti,Swift VDI,Kolkata,2011,60020,Diesel,First,17.8 kmpl,1248 CC,2.5
Maruti,Celerio VXI,Hyderabad,2014,77815,Petrol,First,23.1 kmpl,998 CC,4.25
Mercedes-Benz,GLE 250d,Hyderabad,2017,29000,Diesel,First,17.9 kmpl,2143 CC,57.0
Land,Rover Range,Delhi,2017,44000,Diesel,First,12.7 kmpl,2179 CC,44.0
Volkswagen,Vento Diesel,Hyderabad,2011,108626,Diesel,First,20.54 kmpl,1598 CC,3.65
Maruti,Omni 8,Hyderabad,2012,71791,Petrol,First,14.0 kmpl,796 CC,2.05
Honda,Brio 1.2,Kochi,2012,91931,Petrol,First,18.5 kmpl,1198 CC,3.13
Tata,Sumo Delux,Hyderabad,2000,158000,Diesel,Second,14.07 kmpl,2956 CC,1.5
Tata,Indica Vista,Pune,2012,91183,Diesel,First,18.0 kmpl,1248 CC,2.85
Maruti,Wagon R,Delhi,2012,65000,Petrol,First,18.9 kmpl,998 CC,2.65
Mahindra,XUV500 W8,Hyderabad,2015,88428,Diesel,First,16.0 kmpl,2179 CC,10.6
Tata,Indigo LS,Pune,2008,138000,Diesel,Second,17.1 kmpl,1396 CC,1.25
Maruti,Ertiga Paseo,Mumbai,2018,18000,Petrol,First,16.02 kmpl,1373 CC,8.25
Honda,Accord 2.4,Mumbai,2011,60000,Petrol,First,11.7 kmpl,2354 CC,4.45
Maruti,Swift Dzire,Kolkata,2012,48000,Diesel,First,19.3 kmpl,1248 CC,3.7
Ford,Fiesta EXi,Hyderabad,2009,160000,Diesel,First,17.8 kmpl,1399 CC,2.8
Honda,City ZX,Kolkata,2008,40000,Petrol,First,17.7 kmpl,1497 CC,1.8
Audi,A6 2011-2015,Kochi,2014,51495,Diesel,First,17.68 kmpl,1968 CC,21.95
BMW,6 Series,Mumbai,2011,30000,Diesel,First,9.52 kmpl,2993 CC,49.0
Audi,Q7 45,Coimbatore,2017,97430,Diesel,First,14.75 kmpl,2967 CC,62.67
Maruti,Zen Estilo,Pune,2008,42496,CNG,First,26.3 km/kg,998 CC,1.4
Hyundai,i20 1.4,Pune,2012,83000,Diesel,First,23.0 kmpl,1396 CC,5.5
Hyundai,i10 Sportz,Bangalore,2009,37000,Petrol,Third,16.95 kmpl,1197 CC,2.95
Honda,Jazz 1.2,Kochi,2016,28503,Petrol,First,19.0 kmpl,1199 CC,6.86
Maruti,Swift VDI,Hyderabad,2015,76496,Diesel,First,25.2 kmpl,1248 CC,6.15
Hyundai,i20 Asta,Pune,2011,79152,Petrol,Second,18.5 kmpl,1197 CC,3.3
Volkswagen,Polo Petrol,Kolkata,2011,32000,Petrol,First,16.47 kmpl,1198 CC,2.55
Maruti,Alto LXi,Ahmedabad,2009,35000,Petrol,First,19.7 kmpl,796 CC,1.5
Toyota,Corolla H4,Chennai,2004,105000,Petrol,Second,11.3 kmpl,1794 CC,2.5
Maruti,Alto LXi,Chennai,2006,56000,Petrol,Second,19.7 kmpl,796 CC,1.4
Tata,Manza ELAN,Pune,2012,73000,Diesel,First,21.12 kmpl,1248 CC,3.4
Maruti,Alto LXi,Pune,2012,38000,Petrol,First,19.7 kmpl,796 CC,2.25
Skoda,Octavia Ambition,Kolkata,2013,775000,Diesel,First,19.3 kmpl,1968 CC,7.5
Toyota,Corolla H4,Kolkata,2008,80000,Petrol,First,11.3 kmpl,1794 CC,2.8
Hyundai,i20 Asta,Coimbatore,2016,24973,Petrol,First,18.6 kmpl,1197 CC,7.66
Maruti,Vitara Brezza,Chennai,2016,45000,Diesel,First,24.3 kmpl,1248 CC,7.15
Honda,City 1.5,Delhi,2010,87430,Petrol,First,17.0 kmpl,1497 CC,3.5
Tata,Indica Vista,Hyderabad,2014,133944,Diesel,Second,18.0 kmpl,1248 CC,3.5
Honda,Amaze S,Kolkata,2013,57000,Diesel,First,25.8 kmpl,1498 CC,3.45
Hyundai,EON D,Coimbatore,2016,27904,Petrol,First,21.1 kmpl,814 CC,3.55
BMW,3 Series,Kochi,2015,30717,Diesel,Second,21.76 kmpl,1995 CC,25.99
Hyundai,Verna 1.6,Bangalore,2012,80000,Diesel,First,22.32 kmpl,1582 CC,5.25
Tata,Manza Club,Ahmedabad,2013,47304,Diesel,First,21.02 kmpl,1248 CC,2.9
Skoda,Octavia RS,Jaipur,2005,100000,Petrol,First,14.45 kmpl,1984 CC,2.05
Maruti,Alto K10,Pune,2017,30000,Petrol,First,24.07 kmpl,998 CC,3.75
Ford,Ecosport 1.5,Mumbai,2014,68000,Diesel,First,22.7 kmpl,1498 CC,6.75
Chevrolet,Spark 1.0,Kolkata,2011,21000,Petrol,Second,18.0 kmpl,995 CC,0.95
Jaguar,XF 2.0,Hyderabad,2017,21000,Diesel,First,19.33 kmpl,1999 CC,52.0
Honda,CR-V RVi,Jaipur,2007,119000,Petrol,Third,13.1 kmpl,1997 CC,3.91
Skoda,Superb L&K,Kochi,2019,13747,Petrol,First,14.67 kmpl,1798 CC,27.3
Hyundai,i10 Magna,Chennai,2009,620000,Petrol,First,20.36 kmpl,1197 CC,2.7
Maruti,Swift LDI,Delhi,2013,70000,Diesel,First,22.9 kmpl,1248 CC,3.5
Maruti,Swift Dzire,Mumbai,2016,18000,Petrol,First,18.5 kmpl,1197 CC,6.2
Nissan,Micra Diesel,Chennai,2011,83000,Diesel,First,23.08 kmpl,1461 CC,2.75
Maruti,Swift Dzire,Mumbai,2015,130000,Diesel,First,23.4 kmpl,1248 CC,3.25
Ford,Fiesta Classic,Pune,2012,63400,Diesel,First,17.8 kmpl,1399 CC,3.25
Maruti,Zen LX,Kolkata,2003,65000,Petrol,First,17.3 kmpl,993 CC,0.65
Mini,Clubman Cooper,Pune,2017,8350,Petrol,First,13.8 kmpl,1998 CC,35.0
Toyota,Etios GD,Kolkata,2014,45000,Diesel,First,23.59 kmpl,1364 CC,3.25
Maruti,Alto 800,Kolkata,2018,26200,Petrol,First,24.7 kmpl,796 CC,2.9
Maruti,Alto VXi,Bangalore,2011,11000,Petrol,Third,18.9 kmpl,796 CC,2.9
BMW,X5 3.0d,Bangalore,2009,90000,Diesel,Second,11.0 kmpl,2993 CC,17.75
Nissan,Teana XV,Mumbai,2015,74000,Petrol,Second,11.07 kmpl,2496 CC,8.25
Hyundai,Grand i10,Coimbatore,2015,37081,Petrol,First,18.9 kmpl,1197 CC,5.77
Maruti,Vitara Brezza,Hyderabad,2017,39000,Diesel,First,24.3 kmpl,1248 CC,9.49
Audi,Q7 3.0,Mumbai,2008,99000,Diesel,Third,12.07 kmpl,2967 CC,12.95
Mercedes-Benz,GLA Class,Chennai,2015,38000,Diesel,First,17.9 kmpl,2143 CC,20.0
Maruti,800 AC,Chennai,2007,72000,Petrol,Third,16.1 kmpl,796 CC,1.0
Renault,Duster 85PS,Chennai,2015,93000,Diesel,Second,20.45 kmpl,1461 CC,7.1
Toyota,Corolla Altis,Mumbai,2017,5900,Diesel,First,21.43 kmpl,1364 CC,16.5
Mercedes-Benz,New C-Class,Chennai,2014,25000,Diesel,First,15.8 kmpl,2148 CC,26.0
Maruti,Ritz VDi,Hyderabad,2010,68000,Diesel,Second,21.1 kmpl,1248 CC,3.2
Honda,BRV i-VTEC,Kochi,2017,35676,Petrol,First,16.0 kmpl,1497 CC,9.48
Hyundai,Xcent 1.1,Kochi,2015,74310,Diesel,First,24.4 kmpl,1120 CC,4.0
Mercedes-Benz,E-Class 2009-2013,Jaipur,2014,59364,Diesel,First,14.21 kmpl,2143 CC,26.5
Mercedes-Benz,B Class,Kochi,2014,41380,Petrol,Second,14.8 kmpl,1595 CC,11.77
Mercedes-Benz,E-Class 2015-2017,Bangalore,2017,33900,Diesel,First,15.0 kmpl,2143 CC,37.0
Honda,City i,Mumbai,2016,28000,Petrol,First,17.8 kmpl,1497 CC,8.75
Hyundai,Santro Xing,Hyderabad,2007,50958,Petrol,First,17.0 kmpl,1086 CC,1.95
Honda,City 1.5,Chennai,2011,93982,Petrol,First,17.0 kmpl,1497 CC,3.75
Hyundai,Verna Transform,Pune,2010,95000,Petrol,First,16.2 kmpl,1599 CC,2.5
Jaguar,XE Portfolio,Mumbai,2017,9000,Petrol,First,13.5 kmpl,1999 CC,34.5
Honda,Amaze S,Delhi,2015,52516,Petrol,First,18.0 kmpl,1198 CC,4.65
Mini,Cooper Convertible,Bangalore,2015,20000,Petrol,First,18.86 kmpl,1598 CC,32.0
Mercedes-Benz,S Class,Coimbatore,2017,56451,Diesel,First,13.5 kmpl,2987 CC,62.81
Hyundai,EON Magna,Chennai,2014,37000,Petrol,First,21.1 kmpl,814 CC,3.25
Maruti,Wagon R,Kolkata,2014,17400,Petrol,First,20.51 kmpl,998 CC,3.1
Maruti,Ritz LDi,Coimbatore,2011,90207,Diesel,First,21.1 kmpl,1248 CC,3.91
BMW,3 Series,Chennai,2011,89616,Diesel,First,16.07 kmpl,1995 CC,11.0
Tata,Xenon XT,Pune,2014,85000,Diesel,First,13.49 kmpl,2179 CC,3.5
Audi,A3 35,Chennai,2014,79271,Diesel,First,20.38 kmpl,1968 CC,16.5
Land,Rover Range,Hyderabad,2012,56000,Diesel,First,12.7 kmpl,2179 CC,30.0
Mercedes-Benz,GL-Class 2007,Pune,2010,85001,Diesel,Second,12.0 kmpl,2987 CC,28.0
Mitsubishi,Pajero Sport,Hyderabad,2018,12000,Diesel,First,13.5 kmpl,2477 CC,28.0
Maruti,Alto LX,Jaipur,2010,125000,Petrol,First,19.7 kmpl,796 CC,0.92
Maruti,Wagon R,Pune,2013,53000,Petrol,First,14.0 kmpl,1061 CC,2.75
Land,Rover Range,Coimbatore,2017,34990,Diesel,First,12.7 kmpl,2179 CC,53.83
Hyundai,Verna 1.6,Pune,2011,49768,Petrol,Second,17.01 kmpl,1591 CC,4.95
BMW,5 Series,Hyderabad,2013,56000,Diesel,First,16.73 kmpl,2993 CC,33.5
Jaguar,XF Diesel,Bangalore,2013,75000,Diesel,First,14.74 kmpl,2993 CC,27.95
Skoda,Superb Elegance,Hyderabad,2010,57000,Petrol,First,13.7 kmpl,1798 CC,7.25
Audi,Q3 35,Kochi,2017,37542,Diesel,First,15.73 kmpl,1968 CC,25.71
Land,Rover Range,Coimbatore,2014,95649,Diesel,First,12.7 kmpl,2179 CC,29.67
Mercedes-Benz,New C-Class,Jaipur,2013,35299,Diesel,First,14.84 kmpl,2143 CC,19.0
Mahindra,Scorpio S10,Kochi,2017,28464,Diesel,First,15.4 kmpl,2179 CC,13.05
BMW,3 Series,Mumbai,2015,41000,Diesel,First,21.76 kmpl,1995 CC,25.5
Honda,BR-V i-VTEC,Pune,2017,9000,Petrol,First,15.4 kmpl,1497 CC,8.5
Volvo,S80 2006-2013,Chennai,2010,92098,Diesel,Second,16.0 kmpl,2400 CC,7.25
Hyundai,Accent GLE,Pune,2005,5834,Petrol,First,13.2 kmpl,1495 CC,0.8
Hyundai,i20 Active,Jaipur,2017,40250,Petrol,First,17.19 kmpl,1197 CC,6.9
Mercedes-Benz,GLC 43,Coimbatore,2018,22397,Petrol,First,11.5 kmpl,2996 CC,70.99
Hyundai,EON Magna,Kolkata,2015,20800,Petrol,Second,21.1 kmpl,814 CC,2.25
Hyundai,Grand i10,Kochi,2018,40322,Petrol,First,18.9 kmpl,1197 CC,5.5
Honda,City 1.5,Mumbai,2013,52576,Petrol,First,13.0 kmpl,1493 CC,4.35
Volkswagen,Polo Petrol,Kolkata,2010,55000,Petrol,First,16.47 kmpl,1198 CC,2.25
Audi,A6 35,Mumbai,2016,47000,Petrol,First,15.26 kmpl,1798 CC,24.5
Volkswagen,Jetta 2007-2011,Hyderabad,2010,42021,Diesel,First,0.0 kmpl,1968 CC,5.45
Hyundai,Creta 1.6,Coimbatore,2017,23163,Petrol,First,15.29 kmpl,1591 CC,12.03
Mercedes-Benz,New C-Class,Mumbai,2011,50000,Petrol,Second,11.74 kmpl,1796 CC,8.5
Mini,Cooper Convertible,Mumbai,2014,11900,Petrol,First,16.82 kmpl,1998 CC,28.5
Hyundai,Santro Xing,Pune,2006,108000,Petrol,Second,17.0 kmpl,1086 CC,1.2
Toyota,Etios VD,Bangalore,2013,37000,Diesel,First,23.59 kmpl,1364 CC,5.75
Honda,Brio S,Delhi,2014,30000,Petrol,Second,19.4 kmpl,1198 CC,3.2
Maruti,Baleno Alpha,Coimbatore,2018,12831,Petrol,First,21.4 kmpl,1197 CC,9.89
Skoda,Laura Ambiente,Coimbatore,2012,143017,Diesel,First,20.0 kmpl,1968 CC,6.58
Hyundai,EON Era,Kochi,2018,13102,Petrol,First,21.1 kmpl,814 CC,4.06
Renault,Captur 1.5,Coimbatore,2019,24950,Diesel,First,20.37 kmpl,1461 CC,13.37
BMW,5 Series,Coimbatore,2011,57832,Diesel,First,16.2 kmpl,2993 CC,25.82
Maruti,Alto 800,Kochi,2016,34267,Petrol,First,22.74 kmpl,796 CC,3.74
Volvo,V40 D3,Bangalore,2015,33000,Diesel,Second,16.8 kmpl,1984 CC,22.0
Maruti,Wagon R,Ahmedabad,2007,55100,Petrol,First,18.9 kmpl,998 CC,1.45
Honda,City ZX,Kolkata,2008,40000,Petrol,First,17.7 kmpl,1497 CC,2.0
Maruti,Eeco 5,Kochi,2017,31841,CNG,First,15.1 km/kg,1196 CC,4.7
Chevrolet,Enjoy 1.4,Kolkata,2014,15000,Petrol,First,13.7 kmpl,1399 CC,3.75
Mahindra,Bolero ZLX,Coimbatore,2016,82756,Diesel,First,15.96 kmpl,2523 CC,7.7
Hyundai,Santro GLS,Coimbatore,2012,50243,Petrol,First,0.0 kmpl,1086 CC,3.35
Hyundai,EON D,Hyderabad,2014,20600,Petrol,First,21.1 kmpl,814 CC,2.6
Hyundai,Creta 1.6,Coimbatore,2017,29952,Petrol,First,13.0 kmpl,1591 CC,13.77
Volkswagen,Vento 1.6,Mumbai,2017,15000,Petrol,Second,16.09 kmpl,1598 CC,7.1
Honda,Civic 2006-2010,Pune,2008,61938,Petrol,Second,12.9 kmpl,1799 CC,2.65
Tata,Indica Vista,Hyderabad,2014,67000,Diesel,First,22.3 kmpl,1248 CC,2.5
Mahindra,XUV500 W8,Kochi,2013,61672,Diesel,First,16.0 kmpl,2179 CC,7.53
Hyundai,i20 1.2,Coimbatore,2017,26185,Petrol,First,18.6 kmpl,1197 CC,7.98
Audi,Q5 30,Bangalore,2014,38000,Diesel,Second,14.16 kmpl,1968 CC,39.0
Maruti,Ritz VXi,Chennai,2011,67000,Petrol,Second,18.5 kmpl,1197 CC,2.25
Mitsubishi,Cedia Sports,Chennai,2010,66000,Petrol,Second,13.17 kmpl,1999 CC,3.85
Toyota,Innova 2.5,Hyderabad,2015,80883,Diesel,First,12.8 kmpl,2494 CC,13.5
Maruti,Celerio LDi,Hyderabad,2016,80219,Diesel,First,27.62 kmpl,793 CC,3.5
Maruti,S-Cross Delta,Delhi,2018,12923,Diesel,First,25.1 kmpl,1248 CC,8.92
Audi,Q3 35,Coimbatore,2016,86642,Diesel,First,15.17 kmpl,1968 CC,20.37
BMW,3 Series,Bangalore,2016,19235,Diesel,First,21.76 kmpl,1995 CC,36.5
Audi,Q7 4.2,Coimbatore,2016,51002,Diesel,First,11.33 kmpl,4134 CC,48.91
Hyundai,i20 2015-2017,Pune,2016,6800,Petrol,First,18.6 kmpl,1197 CC,7.2
Renault,Duster 110PS,Hyderabad,2012,82749,Diesel,First,19.01 kmpl,1461 CC,5.99
Hyundai,Xcent 1.1,Pune,2016,51000,Diesel,First,24.4 kmpl,1120 CC,5.25
Ford,Ecosport 1.5,Delhi,2014,31465,Diesel,First,22.7 kmpl,1498 CC,6.5
Volkswagen,Polo Petrol,Hyderabad,2013,76476,Petrol,First,16.47 kmpl,1198 CC,4.4
Hyundai,Grand i10,Kolkata,2017,14000,Diesel,First,24.0 kmpl,1120 CC,4.6
Tata,Manza Aqua,Ahmedabad,2013,47000,Diesel,First,21.12 kmpl,1248 CC,2.95
Honda,City 1.5,Kolkata,2011,48466,Petrol,First,17.0 kmpl,1497 CC,3.26
Hyundai,Santro Xing,Bangalore,2008,46000,Petrol,Second,17.92 kmpl,1086 CC,2.22
Toyota,Innova 2.5,Hyderabad,2012,162663,Diesel,First,12.99 kmpl,2494 CC,10.5
Maruti,Ciaz 1.3,Coimbatore,2017,25142,Diesel,First,28.09 kmpl,1248 CC,8.26
Toyota,Fortuner 4x4,Delhi,2013,69000,Diesel,First,12.55 kmpl,2982 CC,14.45
Ford,Fiesta 1.6,Chennai,2009,80524,Petrol,Second,15.3 kmpl,1596 CC,2.5
Mercedes-Benz,E-Class E,Kochi,2018,26405,Petrol,First,12.6 kmpl,1950 CC,51.43
Mercedes-Benz,New C-Class,Chennai,2014,45000,Diesel,First,15.8 kmpl,2148 CC,23.0
Skoda,Yeti Ambition,Kolkata,2012,64284,Diesel,First,17.72 kmpl,1968 CC,5.5
Hyundai,Grand i10,Delhi,2015,27000,Petrol,First,18.9 kmpl,1197 CC,4.5
Ford,Figo 2015-2019,Hyderabad,2018,3678,Petrol,First,18.16 kmpl,1196 CC,6.8
Skoda,Octavia Ambition,Mumbai,2013,21000,Petrol,First,16.8 kmpl,1395 CC,8.75
Renault,Duster 85PS,Mumbai,2015,67000,Diesel,Second,19.87 kmpl,1461 CC,7.0
Land,Rover Range,Delhi,2015,24000,Diesel,Second,15.68 kmpl,1999 CC,33.5
Ford,Figo Diesel,Chennai,2011,75000,Diesel,Second,20.0 kmpl,1399 CC,2.25
Ford,Endeavour Hurricane,Hyderabad,2008,179000,Diesel,Second,12.8 kmpl,2953 CC,4.24
Toyota,Fortuner 4x4,Coimbatore,2017,47198,Diesel,First,12.55 kmpl,2982 CC,28.42
Volkswagen,Polo Diesel,Kolkata,2012,52000,Diesel,First,22.07 kmpl,1199 CC,2.75
Maruti,Ritz VDi,Jaipur,2011,91000,Diesel,First,23.2 kmpl,1248 CC,3.0
Nissan,Micra Diesel,Pune,2013,60000,Diesel,First,23.08 kmpl,1461 CC,3.55
Hyundai,Verna 1.6,Kolkata,2013,37873,Diesel,First,22.32 kmpl,1582 CC,4.8
BMW,5 Series,Kolkata,2011,31000,Petrol,First,10.8 kmpl,2497 CC,13.5
Mercedes-Benz,GLS 350d,Pune,2017,129000,Diesel,First,11.0 kmpl,2987 CC,56.0
Honda,CR-V 2.4L,Hyderabad,2004,78000,Petrol,First,12.0 kmpl,2354 CC,3.99
Hyundai,Creta 1.6,Bangalore,2016,32000,Diesel,First,17.01 kmpl,1582 CC,15.5
Hyundai,i10 Era,Jaipur,2010,59000,Petrol,Second,19.81 kmpl,1086 CC,2.32
Mercedes-Benz,A Class,Kochi,2016,35437,Diesel,First,20.0 kmpl,2143 CC,18.58
Maruti,Ertiga VXI,Jaipur,2014,98000,Petrol,First,16.02 kmpl,1373 CC,5.5
Skoda,Octavia Classic,Chennai,2006,72000,Diesel,Second,18.7 kmpl,1896 CC,3.2
Honda,Amaze VX,Pune,2015,79000,Petrol,First,18.0 kmpl,1198 CC,4.0
Maruti,Zen LXi,Chennai,2004,29000,Petrol,First,17.3 kmpl,993 CC,1.6
Maruti,SX4 ZXI,Kochi,2013,66012,Petrol,First,15.5 kmpl,1586 CC,4.15
Honda,Brio VX,Mumbai,2014,35000,Petrol,First,16.5 kmpl,1198 CC,4.25
Maruti,Wagon R,Ahmedabad,2011,75000,Petrol,First,18.9 kmpl,998 CC,2.6
Toyota,Camry A/T,Mumbai,2008,80000,Petrol,Second,12.1 kmpl,2362 CC,3.43
Chevrolet,Beat LS,Kochi,2012,32717,Petrol,First,18.6 kmpl,1199 CC,2.55
Toyota,Fortuner 4x4,Delhi,2017,25000,Diesel,First,12.55 kmpl,2982 CC,32.0
Ford,Ecosport 1.5,Mumbai,2014,79000,Diesel,First,22.7 kmpl,1498 CC,6.25
Maruti,Swift Vdi,Hyderabad,2010,86000,Diesel,Second,17.8 kmpl,1248 CC,3.6
Mercedes-Benz,S Class,Pune,2010,137000,Diesel,First,13.5 kmpl,2987 CC,18.5
Honda,Mobilio S,Mumbai,2015,25000,Petrol,Second,17.3 kmpl,1497 CC,4.25
Hyundai,Grand i10,Mumbai,2017,8500,Petrol,Second,18.9 kmpl,1197 CC,4.8
Mahindra,XUV500 AT,Bangalore,2015,34000,Diesel,First,16.0 kmpl,2179 CC,13.0
Skoda,Fabia 1.6,Pune,2012,41629,Petrol,Second,14.83 kmpl,1598 CC,2.25
Hyundai,Santro Xing,Hyderabad,2009,80227,Petrol,First,17.92 kmpl,1086 CC,2.3
Hyundai,Creta 1.6,Kochi,2019,8587,Petrol,First,15.29 kmpl,1591 CC,13.56
Mahindra,Scorpio 1.99,Delhi,2017,30000,Diesel,First,15.4 kmpl,1997 CC,12.25
Skoda,Rapid 1.6,Pune,2013,64186,Diesel,First,20.5 kmpl,1598 CC,3.76
Renault,Duster 110PS,Coimbatore,2015,76427,Diesel,First,19.01 kmpl,1461 CC,8.58
BMW,X5 xDrive,Hyderabad,2011,75000,Diesel,First,11.7 kmpl,2993 CC,27.5
Toyota,Etios G,Coimbatore,2013,27075,Petrol,First,17.6 kmpl,1496 CC,4.95
Maruti,Wagon R,Ahmedabad,2012,30000,Petrol,First,22.5 kmpl,998 CC,3.3
Hyundai,Creta 1.6,Chennai,2016,69434,Petrol,First,15.8 kmpl,1591 CC,8.0
Maruti,Celerio VXI,Jaipur,2014,56000,Petrol,First,23.1 kmpl,998 CC,2.79
Land,Rover Range,Coimbatore,2017,49275,Diesel,First,12.7 kmpl,2179 CC,45.64
Chevrolet,Beat LT,Pune,2014,8700,Petrol,First,18.6 kmpl,1199 CC,2.55
Tata,Nano Twist,Ahmedabad,2014,18000,Petrol,Second,25.4 kmpl,624 CC,1.0
Audi,A6 2011-2015,Coimbatore,2017,41041,Diesel,First,17.68 kmpl,1968 CC,37.56
Mercedes-Benz,E-Class 280,Kochi,2009,80464,Diesel,Second,11.0 kmpl,2987 CC,9.29
Maruti,Swift VXI,Kochi,2019,20667,Petrol,First,22.0 kmpl,1197 CC,6.37
Fiat,Linea T,Coimbatore,2013,60283,Petrol,First,14.6 kmpl,1368 CC,2.98
Maruti,Swift VXI,Kochi,2017,31696,Petrol,First,20.4 kmpl,1197 CC,5.75
Toyota,Fortuner 3.0,Hyderabad,2010,100000,Diesel,First,11.5 kmpl,2982 CC,13.0
Maruti,Ertiga ZXI,Mumbai,2014,13361,Petrol,First,16.02 kmpl,1373 CC,6.8
BMW,3 Series,Coimbatore,2010,48394,Petrol,First,12.05 kmpl,1995 CC,10.49
Maruti,Ertiga VXI,Jaipur,2014,47399,Petrol,First,16.02 kmpl,1373 CC,5.6
Honda,City 1.5,Mumbai,2010,69000,Petrol,Second,16.8 kmpl,1497 CC,2.85
Hyundai,Santa Fe,Coimbatore,2013,65278,Diesel,First,14.66 kmpl,2199 CC,8.36
Tata,Indigo LS,Jaipur,2005,108000,Diesel,First,17.0 kmpl,1405 CC,1.0
Mercedes-Benz,E-Class 2009-2013,Kolkata,2010,50645,Petrol,Second,10.93 kmpl,2497 CC,10.75
Maruti,Swift Dzire,Hyderabad,2011,130002,Diesel,First,19.3 kmpl,1248 CC,3.85
Ford,Fiesta Classic,Hyderabad,2012,107000,Diesel,First,17.8 kmpl,1399 CC,3.0
Honda,City i,Coimbatore,2015,41950,Petrol,First,18.0 kmpl,1497 CC,9.6
Toyota,Fortuner 4x2,Delhi,2012,109000,Diesel,First,13.0 kmpl,2982 CC,13.25
Honda,Amaze VX,Mumbai,2016,9000,Petrol,First,18.0 kmpl,1198 CC,5.75
Hyundai,i20 Asta,Delhi,2014,43900,Diesel,First,22.54 kmpl,1396 CC,6.75
Chevrolet,Enjoy TCDi,Bangalore,2013,64000,Diesel,Second,18.2 kmpl,1248 CC,4.85
Mercedes-Benz,New C-Class,Kochi,2019,13190,Petrol,First,0.0 kmpl,1950 CC,38.99
Maruti,SX4 ZXI,Mumbai,2009,77652,Petrol,First,12.6 kmpl,1586 CC,2.85
Toyota,Innova 2.5,Mumbai,2012,55000,Diesel,First,12.99 kmpl,2494 CC,9.51
BMW,5 Series,Ahmedabad,2012,59900,Diesel,Second,18.48 kmpl,1995 CC,18.5
Renault,Duster 110PS,Delhi,2015,73539,Diesel,First,19.01 kmpl,1461 CC,6.75
